0,진짜 재밌어요 추천합니당  죄와 벌하고 연관이 되어 있는 인과 연은솔직히 말해서 명량을 이길 것 같다고 생각해요♡ 
0,퀄리티가 장난 아니게 좋았어요  진짜 재밌는데 왜 그렇게 까내리는지 모르겟음 ㅠㅠ  기대이상 정말 재미있게 봤습니다 재미보장  
0,잼나요 이정도면 ㅋㅋ 딱 보기 좋아요  
0,2시간 37분 지겹지않게 봤어요  인랑보다는 재미있습니다 솔직한 평임 미션도 엄청재미있지는 않았는데 신2보다는 재미있습니다 딱 맞는 평점인듯   미쳤 짱잼 ㅋㅋㅋ 1편보다 더 잼남  재밌긴 재밌었어요  1점 준 사람 다 어그로임 꼭 보셈 1편보다 훨씬훨씬 재밌음 몰입도도 쩔고 그냥 개오짐 천만영화 미리 축하드려요 ㅠㅠ  기대 많이 했던 영화라서 재미있게 봤습니다  
0,1편보다 그이상 짜임새도있고 재미도 뛰어난 한국영화 정말 오랜만입니다  처음부터 끝까지 와아아 잔잔한 감동과 함께 정말 잼있게 잘봤습니다  주지훈 완전 짱이고 인생띵작 꼭봐야되는 영화  진짜개꿀잼 반전ㄷㄷㄷ  잠시 사후와 삶의 가치를 깨닫게해준 재미있는 영화 몰입감 영상미에 더위를 잊었네  화려한 볼거리는 1편보다 덜하나 스토리는 오히려 더 탄탄하고 짜임새 있어서 더 잼있게 봤습니다 
0,다음편이 기대되요잘봤습니다  반전에 반전이 대박이었다 1편보다 더 꿀잼임 꼭 보시길  
0,누가 뭐래도 저는 굉장히 재밌게 봤습니다 주지훈에 치이고 갑니다ㅇ  
0,주지훈씨 때문에 계속 웃을수 있던 영화였어요 전작이 모성애였다면 이번엔 부성애를 느낄 수 있었습니다  
0,반전까지 너무 재밌게 봤습니다  
0,진짜 개재밌어요 반전 소오름 주지훈 너무너무 멋있음 도경수 졸귀ㅠㅠ 또 보러가야지ㅠㅠ 1편보다 훨 재밌음  펀드는 반드시 오른다  다음편이 기대됩니다 재밌어요 
0,재밌었어요 1편보다는 덜 슬프지만 내용은 더 탄탄해졌고 아다리도 잘맞는 느낌 ㅎㅎ  
0,반전굿 재밋엇어요ㅋㅋ  좋다하면 무조건 알바랰ㅋㅋㅋ 전 너무 재밌게보고왔습니다  처음엔 좀 지루했지만 진행될수록 재밌었어요  일편 별로였는데 이번편 꿀잼임 초반에 지루한거 잘모르겟음 첨부터 엄청 집중해서 봄 주지훈 개 존 잘  괜찮구만 이 정도면 훌륭해  주지훈 진심 대박 머리 내렸을때 소리 지를 뻔  갓지훈영화다♥ 1편보다 잼남  마지막 정말 인상깊게봤습니다  너무 1점들이많아서 좀 걱정하고 봤는데 ㄹㅇ 개꿀잼이었음  제발 34편제작해주세요 너무 재밌어요  
0,진짜재밌게봤음   1편은 슬픈것도있었고 걘적으로  2편이 몰입도 잘되고 여러가지 얘기를다루면서도 반전돋는 스토리가 아주좋네요그리고 주지훈님 넘  멋지심 ㅋㅋ이번2편에선 완전 주지훈님만 보임  역시 연기자들 연기는 믿고 본다 완전 몰입해서 봤어요 ㅠㅠ 신과함께3도 기대합니당  
0,너무재밋게봤어용  주지훈이랑 하정우 연기 개잘하고 진짜 아 너무 조음ㅠㅜ  
