0,진짜 재밌어요 추천합니다  죄와 벌하고 연관이 되어 있는 인과 연은 솔직히 말해서 명량을 이길 것 같다고 생각해요♡ 
0,퀄리티가 장난 아니게 좋았어요  진짜 재밌는데 왜 그렇게 까 내리는지 모르겠음 ㅠㅠ  기대 이상 정말 재미있게 봤습니다 재미 보자  
0,재미나요 이 정도면 ㅋㅋ 딱 보기 좋아요  
0,2시간 37분 지겹지 않게 봤어요  이랑보다는 재미있습니다 솔직한 평임 미션도 엄청 재미있지는 않았는데 신 2보다는 재미있습니다 딱 맞는 평점인 듯   미치 짱잼 ㅋㅋㅋ 1편보다 더 재미남  재밌긴 재밌었어요  1점 준 사람 다 어 그로 임 꼭 보세요 1편보다 훨씬 훨씬 재밌음 몰입도도 쩔고 그냥 개오 짐 천만 영화 미리 축하드려요 ㅠㅠ  기대 많이 했던 영화라서 재미있게 봤습니다  
0,1편보다 그 이상 짜임새도 있고 재미도 뛰어난 한국 영화 정말 오랜만입니다  처음부터 끝까지 와아아 잔잔한 감동과 함께 정말 재밌게 잘 봤습니다  주지훈 정말 최고이고 인생띵작 꼭 봐야 되는 영화  진짜 개꿀 잼 반전ㄷㄷㄷ  잠시 사후와 삶의 가치를 깨닫게 해준 재미있는 영화 몰입감 영상미에 더위를 잊었네  화려한 볼거리는 1편보다 덜하나 스토리는 오히려 더 탄탄하고 짜임새 있어서 더 재밌게 봤습니다 
0,다음 편이 기대돼요 잘 봤습니다  반전에 반전이 대박이었다 1편보다 더 꿀 잼임 꼭 보시길  
0,누가 뭐래도 저는 굉장히 재밌게 봤습니다 주지훈에 치이고 갑니다ㅇ  
0,주지훈 씨 때문에 계속 웃을 수 있던 영화였어요 전작이 모성애였다면 이번엔 부성애를 느낄 수 있었습니다  
0,반전까지 너무 재밌게 봤습니다  
0,진짜 개 재밌어요 반전 소름 주지훈 너무너무 멋있음 도경수 졸귀ㅠㅠ 또 보러가야지ㅠㅠ 1편보다 훨 재밌음  펀드는 반드시 오른다  다음 편이 기대됩니다 재밌어요 
0,재밌었어요 1편보다는 덜 슬프지만 내용은 더 탄탄해졌고 아다리도 잘 맞는 느낌 ㅎㅎ  
